stage,match_date,hometeam,awayteam,home_prob,draw_prob,away_prob,scrape_datetime,url,league_code,league_string,region,competition
January,1/13,Werder Bremen,Hoffenheim,0.4,0.25,0.36,2017-08-17 17:21:26,https://projects.fivethirtyeight.com/soccer-predictions/bundesliga/,bundesliga,Germany: Bundesliga,Germany,Bundesliga
January,1/13,Leverkusen,Bayern Munich,0.18,0.19,0.63,2017-08-17 17:21:26,https://projects.fivethirtyeight.com/soccer-predictions/bundesliga/,bundesliga,Germany: Bundesliga,Germany,Bundesliga
January,1/13,1. FC Cologne,Gladbach,0.42,0.26,0.31,2017-08-17 17:21:26,https://projects.fivethirtyeight.com/soccer-predictions/bundesliga/,bundesliga,Germany: Bundesliga,Germany,Bundesliga
January,1/13,Dortmund,Wolfsburg,0.67,0.2,0.14,2017-08-17 17:21:26,https://projects.fivethirtyeight.com/soccer-predictions/bundesliga/,bundesliga,Germany: Bundesliga,Germany,Bundesliga
January,1/13,Eintracht,SC Freiburg,0.46,0.27,0.27,2017-08-17 17:21:26,https://projects.fivethirtyeight.com/soccer-predictions/bundesliga/,bundesliga,Germany: Bundesliga,Germany,Bundesliga
January,1/13,Hannover 96,Mainz,0.3,0.28,0.42,2017-08-17 17:21:26,https://projects.fivethirtyeight.com/soccer-predictions/bundesliga/,bundesliga,Germany: Bundesliga,Germany,Bundesliga
January,1/13,FC Augsburg,Hamburger SV,0.44,0.28,0.28,2017-08-17 17:21:26,https://projects.fivethirtyeight.com/soccer-predictions/bundesliga/,bundesliga,Germany: Bundesliga,Germany,Bundesliga
January,1/13,RB Leipzig,Schalke 04,0.49,0.26,0.25,2017-08-17 17:21:26,https://projects.fivethirtyeight.com/soccer-predictions/bundesliga/,bundesliga,Germany: Bundesliga,Germany,Bundesliga
January,1/20,Schalke 04,Hannover 96,0.65,0.22,0.13,2017-08-17 17:21:26,https://projects.fivethirtyeight.com/soccer-predictions/bundesliga/,bundesliga,Germany: Bundesliga,Germany,Bundesliga
January,1/20,Wolfsburg,Eintracht,0.48,0.28,0.24,2017-08-17 17:21:26,https://projects.fivethirtyeight.com/soccer-predictions/bundesliga/,bundesliga,Germany: Bundesliga,Germany,Bundesliga
January,1/20,Gladbach,FC Augsburg,0.56,0.25,0.2,2017-08-17 17:21:26,https://projects.fivethirtyeight.com/soccer-predictions/bundesliga/,bundesliga,Germany: Bundesliga,Germany,Bundesliga
January,1/20,Hertha BSC,Dortmund,0.22,0.23,0.55,2017-08-17 17:21:26,https://projects.fivethirtyeight.com/soccer-predictions/bundesliga/,bundesliga,Germany: Bundesliga,Germany,Bundesliga
January,1/20,SC Freiburg,RB Leipzig,0.34,0.26,0.4,2017-08-17 17:21:26,https://projects.fivethirtyeight.com/soccer-predictions/bundesliga/,bundesliga,Germany: Bundesliga,Germany,Bundesliga
January,1/20,Mainz,VfB Stuttgart,0.56,0.24,0.2,2017-08-17 17:21:26,https://projects.fivethirtyeight.com/soccer-predictions/bundesliga/,bundesliga,Germany: Bundesliga,Germany,Bundesliga
January,1/20,Bayern Munich,Werder Bremen,0.84,0.11,0.05,2017-08-17 17:21:26,https://projects.fivethirtyeight.com/soccer-predictions/bundesliga/,bundesliga,Germany: Bundesliga,Germany,Bundesliga
January,1/20,Hamburger SV,1. FC Cologne,0.38,0.28,0.35,2017-08-17 17:21:26,https://projects.fivethirtyeight.com/soccer-predictions/bundesliga/,bundesliga,Germany: Bundesliga,Germany,Bundesliga
January,1/20,Hoffenheim,Leverkusen,0.47,0.25,0.29,2017-08-17 17:21:26,https://projects.fivethirtyeight.com/soccer-predictions/bundesliga/,bundesliga,Germany: Bundesliga,Germany,Bundesliga
January,1/27,VfB Stuttgart,Schalke 04,0.31,0.26,0.43,2017-08-17 17:21:26,https://projects.fivethirtyeight.com/soccer-predictions/bundesliga/,bundesliga,Germany: Bundesliga,Germany,Bundesliga
January,1/27,Werder Bremen,Hertha BSC,0.5,0.24,0.25,2017-08-17 17:21:26,https://projects.fivethirtyeight.com/soccer-predictions/bundesliga/,bundesliga,Germany: Bundesliga,Germany,Bundesliga
January,1/27,Leverkusen,Mainz,0.53,0.24,0.23,2017-08-17 17:21:26,https://projects.fivethirtyeight.com/soccer-predictions/bundesliga/,bundesliga,Germany: Bundesliga,Germany,Bundesliga
January,1/27,1. FC Cologne,FC Augsburg,0.53,0.26,0.21,2017-08-17 17:21:26,https://projects.fivethirtyeight.com/soccer-predictions/bundesliga/,bundesliga,Germany: Bundesliga,Germany,Bundesliga
January,1/27,Dortmund,SC Freiburg,0.76,0.16,0.09,2017-08-17 17:21:26,https://projects.fivethirtyeight.com/soccer-predictions/bundesliga/,bundesliga,Germany: Bundesliga,Germany,Bundesliga
January,1/27,Eintracht,Gladbach,0.38,0.28,0.34,2017-08-17 17:21:26,https://projects.fivethirtyeight.com/soccer-predictions/bundesliga/,bundesliga,Germany: Bundesliga,Germany,Bundesliga
January,1/27,Hannover 96,Wolfsburg,0.28,0.28,0.44,2017-08-17 17:21:26,https://projects.fivethirtyeight.com/soccer-predictions/bundesliga/,bundesliga,Germany: Bundesliga,Germany,Bundesliga
January,1/27,Bayern Munich,Hoffenheim,0.79,0.14,0.07,2017-08-17 17:21:26,https://projects.fivethirtyeight.com/soccer-predictions/bundesliga/,bundesliga,Germany: Bundesliga,Germany,Bundesliga
January,1/27,RB Leipzig,Hamburger SV,0.59,0.24,0.18,2017-08-17 17:21:26,https://projects.fivethirtyeight.com/soccer-predictions/bundesliga/,bundesliga,Germany: Bundesliga,Germany,Bundesliga
February,2/3,Schalke 04,Werder Bremen,0.48,0.24,0.28,2017-08-17 17:21:26,https://projects.fivethirtyeight.com/soccer-predictions/bundesliga/,bundesliga,Germany: Bundesliga,Germany,Bundesliga
February,2/3,Wolfsburg,VfB Stuttgart,0.58,0.23,0.19,2017-08-17 17:21:26,https://projects.fivethirtyeight.com/soccer-predictions/bundesliga/,bundesliga,Germany: Bundesliga,Germany,Bundesliga
February,2/3,Gladbach,RB Leipzig,0.42,0.26,0.32,2017-08-17 17:21:26,https://projects.fivethirtyeight.com/soccer-predictions/bundesliga/,bundesliga,Germany: Bundesliga,Germany,Bundesliga
February,2/3,1. FC Cologne,Dortmund,0.26,0.24,0.51,2017-08-17 17:21:26,https://projects.fivethirtyeight.com/soccer-predictions/bundesliga/,bundesliga,Germany: Bundesliga,Germany,Bundesliga
February,2/3,Hertha BSC,Hoffenheim,0.35,0.27,0.38,2017-08-17 17:21:26,https://projects.fivethirtyeight.com/soccer-predictions/bundesliga/,bundesliga,Germany: Bundesliga,Germany,Bundesliga
February,2/3,SC Freiburg,Leverkusen,0.35,0.25,0.4,2017-08-17 17:21:26,https://projects.fivethirtyeight.com/soccer-predictions/bundesliga/,bundesliga,Germany: Bundesliga,Germany,Bundesliga
February,2/3,Mainz,Bayern Munich,0.14,0.19,0.68,2017-08-17 17:21:26,https://projects.fivethirtyeight.com/soccer-predictions/bundesliga/,bundesliga,Germany: Bundesliga,Germany,Bundesliga
February,2/3,FC Augsburg,Eintracht,0.41,0.29,0.3,2017-08-17 17:21:26,https://projects.fivethirtyeight.com/soccer-predictions/bundesliga/,bundesliga,Germany: Bundesliga,Germany,Bundesliga
February,2/3,Hamburger SV,Hannover 96,0.55,0.26,0.19,2017-08-17 17:21:26,https://projects.fivethirtyeight.com/soccer-predictions/bundesliga/,bundesliga,Germany: Bundesliga,Germany,Bundesliga
February,2/10,VfB Stuttgart,Gladbach,0.31,0.25,0.44,2017-08-17 17:21:26,https://projects.fivethirtyeight.com/soccer-predictions/bundesliga/,bundesliga,Germany: Bundesliga,Germany,Bundesliga
February,2/10,Werder Bremen,Wolfsburg,0.46,0.25,0.29,2017-08-17 17:21:26,https://projects.fivethirtyeight.com/soccer-predictions/bundesliga/,bundesliga,Germany: Bundesliga,Germany,Bundesliga
February,2/10,Leverkusen,Hertha BSC,0.55,0.24,0.21,2017-08-17 17:21:26,https://projects.fivethirtyeight.com/soccer-predictions/bundesliga/,bundesliga,Germany: Bundesliga,Germany,Bundesliga
February,2/10,Dortmund,Hamburger SV,0.77,0.15,0.07,2017-08-17 17:21:26,https://projects.fivethirtyeight.com/soccer-predictions/bundesliga/,bundesliga,Germany: Bundesliga,Germany,Bundesliga
February,2/10,Eintracht,1. FC Cologne,0.41,0.29,0.31,2017-08-17 17:21:26,https://projects.fivethirtyeight.com/soccer-predictions/bundesliga/,bundesliga,Germany: Bundesliga,Germany,Bundesliga
February,2/10,Hannover 96,SC Freiburg,0.33,0.27,0.4,2017-08-17 17:21:26,https://projects.fivethirtyeight.com/soccer-predictions/bundesliga/,bundesliga,Germany: Bundesliga,Germany,Bundesliga
February,2/10,Bayern Munich,Schalke 04,0.81,0.13,0.06,2017-08-17 17:21:26,https://projects.fivethirtyeight.com/soccer-predictions/bundesliga/,bundesliga,Germany: Bundesliga,Germany,Bundesliga
February,2/10,Hoffenheim,Mainz,0.53,0.25,0.22,2017-08-17 17:21:26,https://projects.fivethirtyeight.com/soccer-predictions/bundesliga/,bundesliga,Germany: Bundesliga,Germany,Bundesliga
February,2/10,RB Leipzig,FC Augsburg,0.59,0.24,0.17,2017-08-17 17:21:26,https://projects.fivethirtyeight.com/soccer-predictions/bundesliga/,bundesliga,Germany: Bundesliga,Germany,Bundesliga
February,2/17,Schalke 04,Hoffenheim,0.42,0.27,0.32,2017-08-17 17:21:26,https://projects.fivethirtyeight.com/soccer-predictions/bundesliga/,bundesliga,Germany: Bundesliga,Germany,Bundesliga
February,2/17,Wolfsburg,Bayern Munich,0.15,0.19,0.65,2017-08-17 17:21:26,https://projects.fivethirtyeight.com/soccer-predictions/bundesliga/,bundesliga,Germany: Bundesliga,Germany,Bundesliga
February,2/17,Gladbach,Dortmund,0.28,0.24,0.48,2017-08-17 17:21:26,https://projects.fivethirtyeight.com/soccer-predictions/bundesliga/,bundesliga,Germany: Bundesliga,Germany,Bundesliga
February,2/17,1. FC Cologne,Hannover 96,0.62,0.23,0.14,2017-08-17 17:21:26,https://projects.fivethirtyeight.com/soccer-predictions/bundesliga/,bundesliga,Germany: Bundesliga,Germany,Bundesliga
February,2/17,Hertha BSC,Mainz,0.43,0.28,0.3,2017-08-17 17:21:26,https://projects.fivethirtyeight.com/soccer-predictions/bundesliga/,bundesliga,Germany: Bundesliga,Germany,Bundesliga
February,2/17,Eintracht,RB Leipzig,0.35,0.28,0.37,2017-08-17 17:21:26,https://projects.fivethirtyeight.com/soccer-predictions/bundesliga/,bundesliga,Germany: Bundesliga,Germany,Bundesliga
February,2/17,SC Freiburg,Werder Bremen,0.4,0.24,0.36,2017-08-17 17:21:26,https://projects.fivethirtyeight.com/soccer-predictions/bundesliga/,bundesliga,Germany: Bundesliga,Germany,Bundesliga
February,2/17,FC Augsburg,VfB Stuttgart,0.5,0.26,0.25,2017-08-17 17:21:26,https://projects.fivethirtyeight.com/soccer-predictions/bundesliga/,bundesliga,Germany: Bundesliga,Germany,Bundesliga
February,2/17,Hamburger SV,Leverkusen,0.33,0.26,0.41,2017-08-17 17:21:26,https://projects.fivethirtyeight.com/soccer-predictions/bundesliga/,bundesliga,Germany: Bundesliga,Germany,Bundesliga
February,2/24,VfB Stuttgart,Eintracht,0.37,0.28,0.36,2017-08-17 17:21:26,https://projects.fivethirtyeight.com/soccer-predictions/bundesliga/,bundesliga,Germany: Bundesliga,Germany,Bundesliga
February,2/24,Werder Bremen,Hamburger SV,0.53,0.24,0.23,2017-08-17 17:21:26,https://projects.fivethirtyeight.com/soccer-predictions/bundesliga/,bundesliga,Germany: Bundesliga,Germany,Bundesliga
February,2/24,Leverkusen,Schalke 04,0.48,0.25,0.27,2017-08-17 17:21:26,https://projects.fivethirtyeight.com/soccer-predictions/bundesliga/,bundesliga,Germany: Bundesliga,Germany,Bundesliga
February,2/24,Dortmund,FC Augsburg,0.77,0.15,0.07,2017-08-17 17:21:26,https://projects.fivethirtyeight.com/soccer-predictions/bundesliga/,bundesliga,Germany: Bundesliga,Germany,Bundesliga
February,2/24,Hannover 96,Gladbach,0.26,0.26,0.48,2017-08-17 17:21:26,https://projects.fivethirtyeight.com/soccer-predictions/bundesliga/,bundesliga,Germany: Bundesliga,Germany,Bundesliga
February,2/24,Mainz,Wolfsburg,0.43,0.28,0.3,2017-08-17 17:21:26,https://projects.fivethirtyeight.com/soccer-predictions/bundesliga/,bundesliga,Germany: Bundesliga,Germany,Bundesliga
February,2/24,Bayern Munich,Hertha BSC,0.86,0.11,0.04,2017-08-17 17:21:26,https://projects.fivethirtyeight.com/soccer-predictions/bundesliga/,bundesliga,Germany: Bundesliga,Germany,Bundesliga
February,2/24,Hoffenheim,SC Freiburg,0.57,0.24,0.2,2017-08-17 17:21:26,https://projects.fivethirtyeight.com/soccer-predictions/bundesliga/,bundesliga,Germany: Bundesliga,Germany,Bundesliga
February,2/24,RB Leipzig,1. FC Cologne,0.51,0.25,0.23,2017-08-17 17:21:26,https://projects.fivethirtyeight.com/soccer-predictions/bundesliga/,bundesliga,Germany: Bundesliga,Germany,Bundesliga
March,3/3,Schalke 04,Hertha BSC,0.52,0.26,0.22,2017-08-17 17:21:26,https://projects.fivethirtyeight.com/soccer-predictions/bundesliga/,bundesliga,Germany: Bundesliga,Germany,Bundesliga
March,3/3,Wolfsburg,Leverkusen,0.4,0.26,0.34,2017-08-17 17:21:26,https://projects.fivethirtyeight.com/soccer-predictions/bundesliga/,bundesliga,Germany: Bundesliga,Germany,Bundesliga
March,3/3,Gladbach,Werder Bremen,0.48,0.24,0.28,2017-08-17 17:21:26,https://projects.fivethirtyeight.com/soccer-predictions/bundesliga/,bundesliga,Germany: Bundesliga,Germany,Bundesliga
March,3/3,1. FC Cologne,VfB Stuttgart,0.58,0.23,0.19,2017-08-17 17:21:26,https://projects.fivethirtyeight.com/soccer-predictions/bundesliga/,bundesliga,Germany: Bundesliga,Germany,Bundesliga
March,3/3,Eintracht,Hannover 96,0.58,0.26,0.16,2017-08-17 17:21:26,https://projects.fivethirtyeight.com/soccer-predictions/bundesliga/,bundesliga,Germany: Bundesliga,Germany,Bundesliga
March,3/3,SC Freiburg,Bayern Munich,0.12,0.17,0.71,2017-08-17 17:21:26,https://projects.fivethirtyeight.com/soccer-predictions/bundesliga/,bundesliga,Germany: Bundesliga,Germany,Bundesliga
March,3/3,FC Augsburg,Hoffenheim,0.32,0.27,0.41,2017-08-17 17:21:26,https://projects.fivethirtyeight.com/soccer-predictions/bundesliga/,bundesliga,Germany: Bundesliga,Germany,Bundesliga
March,3/3,Hamburger SV,Mainz,0.4,0.28,0.32,2017-08-17 17:21:26,https://projects.fivethirtyeight.com/soccer-predictions/bundesliga/,bundesliga,Germany: Bundesliga,Germany,Bundesliga
March,3/3,RB Leipzig,Dortmund,0.31,0.24,0.45,2017-08-17 17:21:26,https://projects.fivethirtyeight.com/soccer-predictions/bundesliga/,bundesliga,Germany: Bundesliga,Germany,Bundesliga
March,3/10,VfB Stuttgart,RB Leipzig,0.28,0.24,0.48,2017-08-17 17:21:26,https://projects.fivethirtyeight.com/soccer-predictions/bundesliga/,bundesliga,Germany: Bundesliga,Germany,Bundesliga
March,3/10,Werder Bremen,1. FC Cologne,0.46,0.25,0.3,2017-08-17 17:21:26,https://projects.fivethirtyeight.com/soccer-predictions/bundesliga/,bundesliga,Germany: Bundesliga,Germany,Bundesliga
March,3/10,Leverkusen,Gladbach,0.48,0.24,0.28,2017-08-17 17:21:26,https://projects.fivethirtyeight.com/soccer-predictions/bundesliga/,bundesliga,Germany: Bundesliga,Germany,Bundesliga
March,3/10,Dortmund,Eintracht,0.7,0.19,0.11,2017-08-17 17:21:26,https://projects.fivethirtyeight.com/soccer-predictions/bundesliga/,bundesliga,Germany: Bundesliga,Germany,Bundesliga
March,3/10,Hertha BSC,SC Freiburg,0.46,0.27,0.28,2017-08-17 17:21:26,https://projects.fivethirtyeight.com/soccer-predictions/bundesliga/,bundesliga,Germany: Bundesliga,Germany,Bundesliga
March,3/10,Hannover 96,FC Augsburg,0.35,0.29,0.36,2017-08-17 17:21:26,https://projects.fivethirtyeight.com/soccer-predictions/bundesliga/,bundesliga,Germany: Bundesliga,Germany,Bundesliga
March,3/10,Mainz,Schalke 04,0.4,0.27,0.32,2017-08-17 17:21:26,https://projects.fivethirtyeight.com/soccer-predictions/bundesliga/,bundesliga,Germany: Bundesliga,Germany,Bundesliga
March,3/10,Bayern Munich,Hamburger SV,0.88,0.09,0.03,2017-08-17 17:21:26,https://projects.fivethirtyeight.com/soccer-predictions/bundesliga/,bundesliga,Germany: Bundesliga,Germany,Bundesliga
March,3/10,Hoffenheim,Wolfsburg,0.51,0.26,0.23,2017-08-17 17:21:26,https://projects.fivethirtyeight.com/soccer-predictions/bundesliga/,bundesliga,Germany: Bundesliga,Germany,Bundesliga
March,3/17,Wolfsburg,Schalke 04,0.43,0.27,0.3,2017-08-17 17:21:26,https://projects.fivethirtyeight.com/soccer-predictions/bundesliga/,bundesliga,Germany: Bundesliga,Germany,Bundesliga
March,3/17,Gladbach,Hoffenheim,0.42,0.26,0.32,2017-08-17 17:21:26,https://projects.fivethirtyeight.com/soccer-predictions/bundesliga/,bundesliga,Germany: Bundesliga,Germany,Bundesliga
March,3/17,1. FC Cologne,Leverkusen,0.4,0.26,0.34,2017-08-17 17:21:26,https://projects.fivethirtyeight.com/soccer-predictions/bundesliga/,bundesliga,Germany: Bundesliga,Germany,Bundesliga
March,3/17,Dortmund,Hannover 96,0.85,0.11,0.04,2017-08-17 17:21:26,https://projects.fivethirtyeight.com/soccer-predictions/bundesliga/,bundesliga,Germany: Bundesliga,Germany,Bundesliga
March,3/17,Eintracht,Mainz,0.43,0.29,0.28,2017-08-17 17:21:26,https://projects.fivethirtyeight.com/soccer-predictions/bundesliga/,bundesliga,Germany: Bundesliga,Germany,Bundesliga
March,3/17,SC Freiburg,VfB Stuttgart,0.53,0.24,0.23,2017-08-17 17:21:26,https://projects.fivethirtyeight.com/soccer-predictions/bundesliga/,bundesliga,Germany: Bundesliga,Germany,Bundesliga
March,3/17,FC Augsburg,Werder Bremen,0.37,0.26,0.37,2017-08-17 17:21:26,https://projects.fivethirtyeight.com/soccer-predictions/bundesliga/,bundesliga,Germany: Bundesliga,Germany,Bundesliga
March,3/17,Hamburger SV,Hertha BSC,0.42,0.28,0.3,2017-08-17 17:21:26,https://projects.fivethirtyeight.com/soccer-predictions/bundesliga/,bundesliga,Germany: Bundesliga,Germany,Bundesliga
March,3/17,RB Leipzig,Bayern Munich,0.19,0.21,0.6,2017-08-17 17:21:26,https://projects.fivethirtyeight.com/soccer-predictions/bundesliga/,bundesliga,Germany: Bundesliga,Germany,Bundesliga
March,3/31,Schalke 04,SC Freiburg,0.53,0.25,0.22,2017-08-17 17:21:26,https://projects.fivethirtyeight.com/soccer-predictions/bundesliga/,bundesliga,Germany: Bundesliga,Germany,Bundesliga
March,3/31,VfB Stuttgart,Hamburger SV,0.4,0.27,0.33,2017-08-17 17:21:26,https://projects.fivethirtyeight.com/soccer-predictions/bundesliga/,bundesliga,Germany: Bundesliga,Germany,Bundesliga
March,3/31,Werder Bremen,Eintracht,0.5,0.25,0.25,2017-08-17 17:21:26,https://projects.fivethirtyeight.com/soccer-predictions/bundesliga/,bundesliga,Germany: Bundesliga,Germany,Bundesliga
March,3/31,Leverkusen,FC Augsburg,0.58,0.23,0.19,2017-08-17 17:21:26,https://projects.fivethirtyeight.com/soccer-predictions/bundesliga/,bundesliga,Germany: Bundesliga,Germany,Bundesliga
March,3/31,Hertha BSC,Wolfsburg,0.4,0.28,0.32,2017-08-17 17:21:26,https://projects.fivethirtyeight.com/soccer-predictions/bundesliga/,bundesliga,Germany: Bundesliga,Germany,Bundesliga
March,3/31,Hannover 96,RB Leipzig,0.23,0.25,0.52,2017-08-17 17:21:26,https://projects.fivethirtyeight.com/soccer-predictions/bundesliga/,bundesliga,Germany: Bundesliga,Germany,Bundesliga
March,3/31,Mainz,Gladbach,0.4,0.27,0.33,2017-08-17 17:21:26,https://projects.fivethirtyeight.com/soccer-predictions/bundesliga/,bundesliga,Germany: Bundesliga,Germany,Bundesliga
March,3/31,Bayern Munich,Dortmund,0.62,0.2,0.19,2017-08-17 17:21:26,https://projects.fivethirtyeight.com/soccer-predictions/bundesliga/,bundesliga,Germany: Bundesliga,Germany,Bundesliga
March,3/31,Hoffenheim,1. FC Cologne,0.51,0.26,0.23,2017-08-17 17:21:26,https://projects.fivethirtyeight.com/soccer-predictions/bundesliga/,bundesliga,Germany: Bundesliga,Germany,Bundesliga
April,4/7,Gladbach,Hertha BSC,0.52,0.25,0.22,2017-08-17 17:21:26,https://projects.fivethirtyeight.com/soccer-predictions/bundesliga/,bundesliga,Germany: Bundesliga,Germany,Bundesliga
April,4/7,1. FC Cologne,Mainz,0.47,0.27,0.26,2017-08-17 17:21:26,https://projects.fivethirtyeight.com/soccer-predictions/bundesliga/,bundesliga,Germany: Bundesliga,Germany,Bundesliga
April,4/7,Dortmund,VfB Stuttgart,0.82,0.12,0.06,2017-08-17 17:21:26,https://projects.fivethirtyeight.com/soccer-predictions/bundesliga/,bundesliga,Germany: Bundesliga,Germany,Bundesliga
April,4/7,Eintracht,Hoffenheim,0.35,0.28,0.36,2017-08-17 17:21:26,https://projects.fivethirtyeight.com/soccer-predictions/bundesliga/,bundesliga,Germany: Bundesliga,Germany,Bundesliga
April,4/7,SC Freiburg,Wolfsburg,0.4,0.27,0.33,2017-08-17 17:21:26,https://projects.fivethirtyeight.com/soccer-predictions/bundesliga/,bundesliga,Germany: Bundesliga,Germany,Bundesliga
April,4/7,Hannover 96,Werder Bremen,0.28,0.25,0.47,2017-08-17 17:21:26,https://projects.fivethirtyeight.com/soccer-predictions/bundesliga/,bundesliga,Germany: Bundesliga,Germany,Bundesliga
April,4/7,FC Augsburg,Bayern Munich,0.11,0.17,0.72,2017-08-17 17:21:26,https://projects.fivethirtyeight.com/soccer-predictions/bundesliga/,bundesliga,Germany: Bundesliga,Germany,Bundesliga
April,4/7,Hamburger SV,Schalke 04,0.35,0.28,0.37,2017-08-17 17:21:26,https://projects.fivethirtyeight.com/soccer-predictions/bundesliga/,bundesliga,Germany: Bundesliga,Germany,Bundesliga
April,4/7,RB Leipzig,Leverkusen,0.47,0.24,0.29,2017-08-17 17:21:26,https://projects.fivethirtyeight.com/soccer-predictions/bundesliga/,bundesliga,Germany: Bundesliga,Germany,Bundesliga
April,4/14,Schalke 04,Dortmund,0.28,0.24,0.48,2017-08-17 17:21:26,https://projects.fivethirtyeight.com/soccer-predictions/bundesliga/,bundesliga,Germany: Bundesliga,Germany,Bundesliga
April,4/14,VfB Stuttgart,Hannover 96,0.51,0.26,0.24,2017-08-17 17:21:26,https://projects.fivethirtyeight.com/soccer-predictions/bundesliga/,bundesliga,Germany: Bundesliga,Germany,Bundesliga
April,4/14,Werder Bremen,RB Leipzig,0.4,0.24,0.36,2017-08-17 17:21:26,https://projects.fivethirtyeight.com/soccer-predictions/bundesliga/,bundesliga,Germany: Bundesliga,Germany,Bundesliga
April,4/14,Leverkusen,Eintracht,0.54,0.25,0.21,2017-08-17 17:21:26,https://projects.fivethirtyeight.com/soccer-predictions/bundesliga/,bundesliga,Germany: Bundesliga,Germany,Bundesliga
April,4/14,Wolfsburg,FC Augsburg,0.53,0.26,0.21,2017-08-17 17:21:26,https://projects.fivethirtyeight.com/soccer-predictions/bundesliga/,bundesliga,Germany: Bundesliga,Germany,Bundesliga
April,4/14,Hertha BSC,1. FC Cologne,0.4,0.28,0.32,2017-08-17 17:21:26,https://projects.fivethirtyeight.com/soccer-predictions/bundesliga/,bundesliga,Germany: Bundesliga,Germany,Bundesliga
April,4/14,Mainz,SC Freiburg,0.48,0.26,0.26,2017-08-17 17:21:26,https://projects.fivethirtyeight.com/soccer-predictions/bundesliga/,bundesliga,Germany: Bundesliga,Germany,Bundesliga
April,4/14,Bayern Munich,Gladbach,0.81,0.13,0.06,2017-08-17 17:21:26,https://projects.fivethirtyeight.com/soccer-predictions/bundesliga/,bundesliga,Germany: Bundesliga,Germany,Bundesliga
April,4/14,Hoffenheim,Hamburger SV,0.58,0.24,0.18,2017-08-17 17:21:26,https://projects.fivethirtyeight.com/soccer-predictions/bundesliga/,bundesliga,Germany: Bundesliga,Germany,Bundesliga
April,4/21,VfB Stuttgart,Werder Bremen,0.33,0.24,0.43,2017-08-17 17:21:26,https://projects.fivethirtyeight.com/soccer-predictions/bundesliga/,bundesliga,Germany: Bundesliga,Germany,Bundesliga
April,4/21,Gladbach,Wolfsburg,0.48,0.26,0.26,2017-08-17 17:21:26,https://projects.fivethirtyeight.com/soccer-predictions/bundesliga/,bundesliga,Germany: Bundesliga,Germany,Bundesliga
April,4/21,1. FC Cologne,Schalke 04,0.43,0.27,0.3,2017-08-17 17:21:26,https://projects.fivethirtyeight.com/soccer-predictions/bundesliga/,bundesliga,Germany: Bundesliga,Germany,Bundesliga
April,4/21,Dortmund,Leverkusen,0.63,0.2,0.18,2017-08-17 17:21:26,https://projects.fivethirtyeight.com/soccer-predictions/bundesliga/,bundesliga,Germany: Bundesliga,Germany,Bundesliga
April,4/21,Eintracht,Hertha BSC,0.45,0.29,0.26,2017-08-17 17:21:26,https://projects.fivethirtyeight.com/soccer-predictions/bundesliga/,bundesliga,Germany: Bundesliga,Germany,Bundesliga
April,4/21,Hannover 96,Bayern Munich,0.07,0.13,0.8,2017-08-17 17:21:26,https://projects.fivethirtyeight.com/soccer-predictions/bundesliga/,bundesliga,Germany: Bundesliga,Germany,Bundesliga
April,4/21,FC Augsburg,Mainz,0.39,0.28,0.33,2017-08-17 17:21:26,https://projects.fivethirtyeight.com/soccer-predictions/bundesliga/,bundesliga,Germany: Bundesliga,Germany,Bundesliga
April,4/21,Hamburger SV,SC Freiburg,0.43,0.27,0.3,2017-08-17 17:21:26,https://projects.fivethirtyeight.com/soccer-predictions/bundesliga/,bundesliga,Germany: Bundesliga,Germany,Bundesliga
April,4/21,RB Leipzig,Hoffenheim,0.45,0.26,0.29,2017-08-17 17:21:26,https://projects.fivethirtyeight.com/soccer-predictions/bundesliga/,bundesliga,Germany: Bundesliga,Germany,Bundesliga
April,4/28,Schalke 04,Gladbach,0.45,0.26,0.29,2017-08-17 17:21:26,https://projects.fivethirtyeight.com/soccer-predictions/bundesliga/,bundesliga,Germany: Bundesliga,Germany,Bundesliga
April,4/28,Werder Bremen,Dortmund,0.26,0.21,0.53,2017-08-17 17:21:26,https://projects.fivethirtyeight.com/soccer-predictions/bundesliga/,bundesliga,Germany: Bundesliga,Germany,Bundesliga
April,4/28,Leverkusen,VfB Stuttgart,0.64,0.2,0.16,2017-08-17 17:21:26,https://projects.fivethirtyeight.com/soccer-predictions/bundesliga/,bundesliga,Germany: Bundesliga,Germany,Bundesliga
April,4/28,Wolfsburg,Hamburger SV,0.52,0.26,0.22,2017-08-17 17:21:26,https://projects.fivethirtyeight.com/soccer-predictions/bundesliga/,bundesliga,Germany: Bundesliga,Germany,Bundesliga
April,4/28,Hertha BSC,FC Augsburg,0.48,0.28,0.24,2017-08-17 17:21:26,https://projects.fivethirtyeight.com/soccer-predictions/bundesliga/,bundesliga,Germany: Bundesliga,Germany,Bundesliga
April,4/28,SC Freiburg,1. FC Cologne,0.4,0.27,0.33,2017-08-17 17:21:26,https://projects.fivethirtyeight.com/soccer-predictions/bundesliga/,bundesliga,Germany: Bundesliga,Germany,Bundesliga
April,4/28,Mainz,RB Leipzig,0.37,0.27,0.36,2017-08-17 17:21:26,https://projects.fivethirtyeight.com/soccer-predictions/bundesliga/,bundesliga,Germany: Bundesliga,Germany,Bundesliga
