stage,match_date,hometeam,awayteam,home_prob,draw_prob,away_prob,scrape_datetime,url,league_code,league_string,region,competition
NA,NA,NA,NA,NA,NA,NA,2017-08-17 17:10:50,https://projects.fivethirtyeight.com/soccer-predictions/champions-league/,champions-league,Champions League,Europe,Champions League
August,8/19,Rapid Vienna,Sturm Graz,0.48,0.24,0.28,2017-08-17 17:11:40,https://projects.fivethirtyeight.com/soccer-predictions/bundesliga-austria/,bundesliga-austria,Austria: Bundesliga,Austria,Bundesliga
August,8/19,Wolfsberger AC,Admira,0.44,0.28,0.29,2017-08-17 17:11:40,https://projects.fivethirtyeight.com/soccer-predictions/bundesliga-austria/,bundesliga-austria,Austria: Bundesliga,Austria,Bundesliga
August,8/20,LASK Linz,Rheindorf Altach,0.38,0.29,0.33,2017-08-17 17:11:40,https://projects.fivethirtyeight.com/soccer-predictions/bundesliga-austria/,bundesliga-austria,Austria: Bundesliga,Austria,Bundesliga
August,8/20,RB Salzburg,St. Pölten,0.84,0.12,0.04,2017-08-17 17:11:40,https://projects.fivethirtyeight.com/soccer-predictions/bundesliga-austria/,bundesliga-austria,Austria: Bundesliga,Austria,Bundesliga
August,8/20,Mattersburg,Austria Vienna,0.35,0.26,0.39,2017-08-17 17:11:40,https://projects.fivethirtyeight.com/soccer-predictions/bundesliga-austria/,bundesliga-austria,Austria: Bundesliga,Austria,Bundesliga
August,8/26,Wolfsberger AC,St. Pölten,0.48,0.28,0.24,2017-08-17 17:11:40,https://projects.fivethirtyeight.com/soccer-predictions/bundesliga-austria/,bundesliga-austria,Austria: Bundesliga,Austria,Bundesliga
August,8/26,Rapid Vienna,LASK Linz,0.67,0.2,0.12,2017-08-17 17:11:40,https://projects.fivethirtyeight.com/soccer-predictions/bundesliga-austria/,bundesliga-austria,Austria: Bundesliga,Austria,Bundesliga
August,8/27,Sturm Graz,RB Salzburg,0.26,0.25,0.49,2017-08-17 17:11:40,https://projects.fivethirtyeight.com/soccer-predictions/bundesliga-austria/,bundesliga-austria,Austria: Bundesliga,Austria,Bundesliga
August,8/27,Rheindorf Altach,Mattersburg,0.43,0.29,0.28,2017-08-17 17:11:40,https://projects.fivethirtyeight.com/soccer-predictions/bundesliga-austria/,bundesliga-austria,Austria: Bundesliga,Austria,Bundesliga
August,8/27,Admira,Austria Vienna,0.34,0.24,0.42,2017-08-17 17:11:40,https://projects.fivethirtyeight.com/soccer-predictions/bundesliga-austria/,bundesliga-austria,Austria: Bundesliga,Austria,Bundesliga
September,9/9,LASK Linz,Sturm Graz,0.27,0.25,0.47,2017-08-17 17:11:40,https://projects.fivethirtyeight.com/soccer-predictions/bundesliga-austria/,bundesliga-austria,Austria: Bundesliga,Austria,Bundesliga
September,9/9,Austria Vienna,Wolfsberger AC,0.61,0.23,0.16,2017-08-17 17:11:40,https://projects.fivethirtyeight.com/soccer-predictions/bundesliga-austria/,bundesliga-austria,Austria: Bundesliga,Austria,Bundesliga
September,9/9,Mattersburg,Admira,0.48,0.26,0.26,2017-08-17 17:11:40,https://projects.fivethirtyeight.com/soccer-predictions/bundesliga-austria/,bundesliga-austria,Austria: Bundesliga,Austria,Bundesliga
September,9/9,St. Pölten,Rheindorf Altach,0.42,0.28,0.3,2017-08-17 17:11:40,https://projects.fivethirtyeight.com/soccer-predictions/bundesliga-austria/,bundesliga-austria,Austria: Bundesliga,Austria,Bundesliga
September,9/10,RB Salzburg,Rapid Vienna,0.67,0.2,0.13,2017-08-17 17:11:40,https://projects.fivethirtyeight.com/soccer-predictions/bundesliga-austria/,bundesliga-austria,Austria: Bundesliga,Austria,Bundesliga
September,9/16,Austria Vienna,St. Pölten,0.65,0.2,0.15,2017-08-17 17:11:40,https://projects.fivethirtyeight.com/soccer-predictions/bundesliga-austria/,bundesliga-austria,Austria: Bundesliga,Austria,Bundesliga
September,9/16,Mattersburg,RB Salzburg,0.19,0.24,0.56,2017-08-17 17:11:40,https://projects.fivethirtyeight.com/soccer-predictions/bundesliga-austria/,bundesliga-austria,Austria: Bundesliga,Austria,Bundesliga
September,9/16,Rheindorf Altach,Rapid Vienna,0.33,0.27,0.4,2017-08-17 17:11:40,https://projects.fivethirtyeight.com/soccer-predictions/bundesliga-austria/,bundesliga-austria,Austria: Bundesliga,Austria,Bundesliga
September,9/16,Admira,Sturm Graz,0.35,0.24,0.4,2017-08-17 17:11:40,https://projects.fivethirtyeight.com/soccer-predictions/bundesliga-austria/,bundesliga-austria,Austria: Bundesliga,Austria,Bundesliga
September,9/16,Wolfsberger AC,LASK Linz,0.52,0.28,0.2,2017-08-17 17:11:40,https://projects.fivethirtyeight.com/soccer-predictions/bundesliga-austria/,bundesliga-austria,Austria: Bundesliga,Austria,Bundesliga
September,9/23,LASK Linz,Mattersburg,0.36,0.29,0.36,2017-08-17 17:11:40,https://projects.fivethirtyeight.com/soccer-predictions/bundesliga-austria/,bundesliga-austria,Austria: Bundesliga,Austria,Bundesliga
September,9/23,RB Salzburg,Austria Vienna,0.67,0.2,0.13,2017-08-17 17:11:40,https://projects.fivethirtyeight.com/soccer-predictions/bundesliga-austria/,bundesliga-austria,Austria: Bundesliga,Austria,Bundesliga
September,9/23,Rapid Vienna,Wolfsberger AC,0.6,0.24,0.16,2017-08-17 17:11:40,https://projects.fivethirtyeight.com/soccer-predictions/bundesliga-austria/,bundesliga-austria,Austria: Bundesliga,Austria,Bundesliga
September,9/23,Sturm Graz,Rheindorf Altach,0.58,0.24,0.18,2017-08-17 17:11:40,https://projects.fivethirtyeight.com/soccer-predictions/bundesliga-austria/,bundesliga-austria,Austria: Bundesliga,Austria,Bundesliga
September,9/23,St. Pölten,Admira,0.41,0.25,0.33,2017-08-17 17:11:40,https://projects.fivethirtyeight.com/soccer-predictions/bundesliga-austria/,bundesliga-austria,Austria: Bundesliga,Austria,Bundesliga
September,9/30,Austria Vienna,Rheindorf Altach,0.6,0.23,0.17,2017-08-17 17:11:40,https://projects.fivethirtyeight.com/soccer-predictions/bundesliga-austria/,bundesliga-austria,Austria: Bundesliga,Austria,Bundesliga
September,9/30,RB Salzburg,Wolfsberger AC,0.82,0.15,0.04,2017-08-17 17:11:40,https://projects.fivethirtyeight.com/soccer-predictions/bundesliga-austria/,bundesliga-austria,Austria: Bundesliga,Austria,Bundesliga
September,9/30,Mattersburg,Rapid Vienna,0.36,0.27,0.38,2017-08-17 17:11:40,https://projects.fivethirtyeight.com/soccer-predictions/bundesliga-austria/,bundesliga-austria,Austria: Bundesliga,Austria,Bundesliga
September,9/30,St. Pölten,Sturm Graz,0.3,0.25,0.44,2017-08-17 17:11:40,https://projects.fivethirtyeight.com/soccer-predictions/bundesliga-austria/,bundesliga-austria,Austria: Bundesliga,Austria,Bundesliga
September,9/30,Admira,LASK Linz,0.55,0.24,0.21,2017-08-17 17:11:40,https://projects.fivethirtyeight.com/soccer-predictions/bundesliga-austria/,bundesliga-austria,Austria: Bundesliga,Austria,Bundesliga
October,10/14,LASK Linz,RB Salzburg,0.13,0.2,0.67,2017-08-17 17:11:40,https://projects.fivethirtyeight.com/soccer-predictions/bundesliga-austria/,bundesliga-austria,Austria: Bundesliga,Austria,Bundesliga
October,10/14,Rapid Vienna,St. Pölten,0.64,0.21,0.15,2017-08-17 17:11:40,https://projects.fivethirtyeight.com/soccer-predictions/bundesliga-austria/,bundesliga-austria,Austria: Bundesliga,Austria,Bundesliga
October,10/14,Sturm Graz,Austria Vienna,0.45,0.24,0.31,2017-08-17 17:11:40,https://projects.fivethirtyeight.com/soccer-predictions/bundesliga-austria/,bundesliga-austria,Austria: Bundesliga,Austria,Bundesliga
October,10/14,Rheindorf Altach,Admira,0.45,0.26,0.28,2017-08-17 17:11:40,https://projects.fivethirtyeight.com/soccer-predictions/bundesliga-austria/,bundesliga-austria,Austria: Bundesliga,Austria,Bundesliga
October,10/14,Wolfsberger AC,Mattersburg,0.42,0.3,0.28,2017-08-17 17:11:40,https://projects.fivethirtyeight.com/soccer-predictions/bundesliga-austria/,bundesliga-austria,Austria: Bundesliga,Austria,Bundesliga
October,10/21,Austria Vienna,Rapid Vienna,0.47,0.24,0.29,2017-08-17 17:11:40,https://projects.fivethirtyeight.com/soccer-predictions/bundesliga-austria/,bundesliga-austria,Austria: Bundesliga,Austria,Bundesliga
October,10/21,Sturm Graz,Mattersburg,0.56,0.24,0.2,2017-08-17 17:11:40,https://projects.fivethirtyeight.com/soccer-predictions/bundesliga-austria/,bundesliga-austria,Austria: Bundesliga,Austria,Bundesliga
October,10/21,St. Pölten,LASK Linz,0.5,0.26,0.24,2017-08-17 17:11:40,https://projects.fivethirtyeight.com/soccer-predictions/bundesliga-austria/,bundesliga-austria,Austria: Bundesliga,Austria,Bundesliga
October,10/21,Rheindorf Altach,Wolfsberger AC,0.47,0.3,0.24,2017-08-17 17:11:40,https://projects.fivethirtyeight.com/soccer-predictions/bundesliga-austria/,bundesliga-austria,Austria: Bundesliga,Austria,Bundesliga
October,10/21,Admira,RB Salzburg,0.18,0.21,0.61,2017-08-17 17:11:40,https://projects.fivethirtyeight.com/soccer-predictions/bundesliga-austria/,bundesliga-austria,Austria: Bundesliga,Austria,Bundesliga
October,10/28,LASK Linz,Austria Vienna,0.26,0.25,0.5,2017-08-17 17:11:40,https://projects.fivethirtyeight.com/soccer-predictions/bundesliga-austria/,bundesliga-austria,Austria: Bundesliga,Austria,Bundesliga
October,10/28,RB Salzburg,Rheindorf Altach,0.81,0.15,0.04,2017-08-17 17:11:40,https://projects.fivethirtyeight.com/soccer-predictions/bundesliga-austria/,bundesliga-austria,Austria: Bundesliga,Austria,Bundesliga
October,10/28,Rapid Vienna,Admira,0.6,0.22,0.19,2017-08-17 17:11:40,https://projects.fivethirtyeight.com/soccer-predictions/bundesliga-austria/,bundesliga-austria,Austria: Bundesliga,Austria,Bundesliga
October,10/28,Mattersburg,St. Pölten,0.53,0.26,0.22,2017-08-17 17:11:40,https://projects.fivethirtyeight.com/soccer-predictions/bundesliga-austria/,bundesliga-austria,Austria: Bundesliga,Austria,Bundesliga
October,10/28,Wolfsberger AC,Sturm Graz,0.33,0.28,0.39,2017-08-17 17:11:40,https://projects.fivethirtyeight.com/soccer-predictions/bundesliga-austria/,bundesliga-austria,Austria: Bundesliga,Austria,Bundesliga
November,11/4,Austria Vienna,Mattersburg,0.58,0.23,0.19,2017-08-17 17:11:40,https://projects.fivethirtyeight.com/soccer-predictions/bundesliga-austria/,bundesliga-austria,Austria: Bundesliga,Austria,Bundesliga
November,11/4,Sturm Graz,Rapid Vienna,0.45,0.25,0.3,2017-08-17 17:11:40,https://projects.fivethirtyeight.com/soccer-predictions/bundesliga-austria/,bundesliga-austria,Austria: Bundesliga,Austria,Bundesliga
November,11/4,St. Pölten,RB Salzburg,0.15,0.21,0.64,2017-08-17 17:11:40,https://projects.fivethirtyeight.com/soccer-predictions/bundesliga-austria/,bundesliga-austria,Austria: Bundesliga,Austria,Bundesliga
November,11/4,Rheindorf Altach,LASK Linz,0.54,0.27,0.2,2017-08-17 17:11:40,https://projects.fivethirtyeight.com/soccer-predictions/bundesliga-austria/,bundesliga-austria,Austria: Bundesliga,Austria,Bundesliga
November,11/4,Admira,Wolfsberger AC,0.48,0.27,0.25,2017-08-17 17:11:40,https://projects.fivethirtyeight.com/soccer-predictions/bundesliga-austria/,bundesliga-austria,Austria: Bundesliga,Austria,Bundesliga
November,11/18,LASK Linz,Rapid Vienna,0.26,0.25,0.48,2017-08-17 17:11:40,https://projects.fivethirtyeight.com/soccer-predictions/bundesliga-austria/,bundesliga-austria,Austria: Bundesliga,Austria,Bundesliga
November,11/18,Austria Vienna,Admira,0.6,0.21,0.19,2017-08-17 17:11:40,https://projects.fivethirtyeight.com/soccer-predictions/bundesliga-austria/,bundesliga-austria,Austria: Bundesliga,Austria,Bundesliga
November,11/18,RB Salzburg,Sturm Graz,0.68,0.2,0.12,2017-08-17 17:11:40,https://projects.fivethirtyeight.com/soccer-predictions/bundesliga-austria/,bundesliga-austria,Austria: Bundesliga,Austria,Bundesliga
November,11/18,Mattersburg,Rheindorf Altach,0.48,0.28,0.24,2017-08-17 17:11:40,https://projects.fivethirtyeight.com/soccer-predictions/bundesliga-austria/,bundesliga-austria,Austria: Bundesliga,Austria,Bundesliga
November,11/18,St. Pölten,Wolfsberger AC,0.43,0.29,0.28,2017-08-17 17:11:40,https://projects.fivethirtyeight.com/soccer-predictions/bundesliga-austria/,bundesliga-austria,Austria: Bundesliga,Austria,Bundesliga
November,11/25,Rapid Vienna,RB Salzburg,0.27,0.25,0.48,2017-08-17 17:11:40,https://projects.fivethirtyeight.com/soccer-predictions/bundesliga-austria/,bundesliga-austria,Austria: Bundesliga,Austria,Bundesliga
November,11/25,Sturm Graz,LASK Linz,0.66,0.21,0.13,2017-08-17 17:11:40,https://projects.fivethirtyeight.com/soccer-predictions/bundesliga-austria/,bundesliga-austria,Austria: Bundesliga,Austria,Bundesliga
November,11/25,Rheindorf Altach,St. Pölten,0.5,0.27,0.23,2017-08-17 17:11:40,https://projects.fivethirtyeight.com/soccer-predictions/bundesliga-austria/,bundesliga-austria,Austria: Bundesliga,Austria,Bundesliga
November,11/25,Admira,Mattersburg,0.44,0.26,0.29,2017-08-17 17:11:40,https://projects.fivethirtyeight.com/soccer-predictions/bundesliga-austria/,bundesliga-austria,Austria: Bundesliga,Austria,Bundesliga
November,11/25,Wolfsberger AC,Austria Vienna,0.32,0.27,0.41,2017-08-17 17:11:40,https://projects.fivethirtyeight.com/soccer-predictions/bundesliga-austria/,bundesliga-austria,Austria: Bundesliga,Austria,Bundesliga
November,11/28,LASK Linz,Wolfsberger AC,0.39,0.3,0.31,2017-08-17 17:11:40,https://projects.fivethirtyeight.com/soccer-predictions/bundesliga-austria/,bundesliga-austria,Austria: Bundesliga,Austria,Bundesliga
November,11/28,RB Salzburg,Mattersburg,0.79,0.16,0.05,2017-08-17 17:11:40,https://projects.fivethirtyeight.com/soccer-predictions/bundesliga-austria/,bundesliga-austria,Austria: Bundesliga,Austria,Bundesliga
November,11/28,Rapid Vienna,Rheindorf Altach,0.59,0.23,0.17,2017-08-17 17:11:40,https://projects.fivethirtyeight.com/soccer-predictions/bundesliga-austria/,bundesliga-austria,Austria: Bundesliga,Austria,Bundesliga
November,11/28,Sturm Graz,Admira,0.59,0.22,0.2,2017-08-17 17:11:40,https://projects.fivethirtyeight.com/soccer-predictions/bundesliga-austria/,bundesliga-austria,Austria: Bundesliga,Austria,Bundesliga
November,11/28,St. Pölten,Austria Vienna,0.29,0.24,0.47,2017-08-17 17:11:40,https://projects.fivethirtyeight.com/soccer-predictions/bundesliga-austria/,bundesliga-austria,Austria: Bundesliga,Austria,Bundesliga
December,12/2,Austria Vienna,RB Salzburg,0.27,0.24,0.48,2017-08-17 17:11:40,https://projects.fivethirtyeight.com/soccer-predictions/bundesliga-austria/,bundesliga-austria,Austria: Bundesliga,Austria,Bundesliga
December,12/2,Mattersburg,LASK Linz,0.56,0.26,0.18,2017-08-17 17:11:40,https://projects.fivethirtyeight.com/soccer-predictions/bundesliga-austria/,bundesliga-austria,Austria: Bundesliga,Austria,Bundesliga
December,12/2,Rheindorf Altach,Sturm Graz,0.34,0.27,0.39,2017-08-17 17:11:40,https://projects.fivethirtyeight.com/soccer-predictions/bundesliga-austria/,bundesliga-austria,Austria: Bundesliga,Austria,Bundesliga
December,12/2,Admira,St. Pölten,0.52,0.24,0.24,2017-08-17 17:11:40,https://projects.fivethirtyeight.com/soccer-predictions/bundesliga-austria/,bundesliga-austria,Austria: Bundesliga,Austria,Bundesliga
December,12/2,Wolfsberger AC,Rapid Vienna,0.32,0.28,0.4,2017-08-17 17:11:40,https://projects.fivethirtyeight.com/soccer-predictions/bundesliga-austria/,bundesliga-austria,Austria: Bundesliga,Austria,Bundesliga
December,12/9,LASK Linz,Admira,0.37,0.26,0.36,2017-08-17 17:11:40,https://projects.fivethirtyeight.com/soccer-predictions/bundesliga-austria/,bundesliga-austria,Austria: Bundesliga,Austria,Bundesliga
December,12/9,Rapid Vienna,Mattersburg,0.57,0.24,0.19,2017-08-17 17:11:40,https://projects.fivethirtyeight.com/soccer-predictions/bundesliga-austria/,bundesliga-austria,Austria: Bundesliga,Austria,Bundesliga
December,12/9,Sturm Graz,St. Pölten,0.63,0.21,0.16,2017-08-17 17:11:40,https://projects.fivethirtyeight.com/soccer-predictions/bundesliga-austria/,bundesliga-austria,Austria: Bundesliga,Austria,Bundesliga
December,12/9,Rheindorf Altach,Austria Vienna,0.33,0.26,0.41,2017-08-17 17:11:40,https://projects.fivethirtyeight.com/soccer-predictions/bundesliga-austria/,bundesliga-austria,Austria: Bundesliga,Austria,Bundesliga
December,12/9,Wolfsberger AC,RB Salzburg,0.17,0.25,0.58,2017-08-17 17:11:40,https://projects.fivethirtyeight.com/soccer-predictions/bundesliga-austria/,bundesliga-austria,Austria: Bundesliga,Austria,Bundesliga
December,12/16,Austria Vienna,Sturm Graz,0.48,0.24,0.28,2017-08-17 17:11:40,https://projects.fivethirtyeight.com/soccer-predictions/bundesliga-austria/,bundesliga-austria,Austria: Bundesliga,Austria,Bundesliga
December,12/16,RB Salzburg,LASK Linz,0.87,0.11,0.03,2017-08-17 17:11:40,https://projects.fivethirtyeight.com/soccer-predictions/bundesliga-austria/,bundesliga-austria,Austria: Bundesliga,Austria,Bundesliga
December,12/16,Mattersburg,Wolfsberger AC,0.49,0.29,0.22,2017-08-17 17:11:40,https://projects.fivethirtyeight.com/soccer-predictions/bundesliga-austria/,bundesliga-austria,Austria: Bundesliga,Austria,Bundesliga
December,12/16,St. Pölten,Rapid Vienna,0.3,0.25,0.45,2017-08-17 17:11:40,https://projects.fivethirtyeight.com/soccer-predictions/bundesliga-austria/,bundesliga-austria,Austria: Bundesliga,Austria,Bundesliga
December,12/16,Admira,Rheindorf Altach,0.47,0.26,0.27,2017-08-17 17:11:40,https://projects.fivethirtyeight.com/soccer-predictions/bundesliga-austria/,bundesliga-austria,Austria: Bundesliga,Austria,Bundesliga
February,2/3,LASK Linz,St. Pölten,0.42,0.27,0.31,2017-08-17 17:11:40,https://projects.fivethirtyeight.com/soccer-predictions/bundesliga-austria/,bundesliga-austria,Austria: Bundesliga,Austria,Bundesliga
February,2/3,RB Salzburg,Admira,0.81,0.13,0.05,2017-08-17 17:11:40,https://projects.fivethirtyeight.com/soccer-predictions/bundesliga-austria/,bundesliga-austria,Austria: Bundesliga,Austria,Bundesliga
February,2/3,Rapid Vienna,Austria Vienna,0.46,0.24,0.3,2017-08-17 17:11:40,https://projects.fivethirtyeight.com/soccer-predictions/bundesliga-austria/,bundesliga-austria,Austria: Bundesliga,Austria,Bundesliga
February,2/3,Mattersburg,Sturm Graz,0.37,0.27,0.37,2017-08-17 17:11:40,https://projects.fivethirtyeight.com/soccer-predictions/bundesliga-austria/,bundesliga-austria,Austria: Bundesliga,Austria,Bundesliga
February,2/3,Wolfsberger AC,Rheindorf Altach,0.44,0.3,0.26,2017-08-17 17:11:40,https://projects.fivethirtyeight.com/soccer-predictions/bundesliga-austria/,bundesliga-austria,Austria: Bundesliga,Austria,Bundesliga
February,2/10,Austria Vienna,LASK Linz,0.68,0.2,0.12,2017-08-17 17:11:40,https://projects.fivethirtyeight.com/soccer-predictions/bundesliga-austria/,bundesliga-austria,Austria: Bundesliga,Austria,Bundesliga
February,2/10,Sturm Graz,Wolfsberger AC,0.59,0.24,0.16,2017-08-17 17:11:40,https://projects.fivethirtyeight.com/soccer-predictions/bundesliga-austria/,bundesliga-austria,Austria: Bundesliga,Austria,Bundesliga
February,2/10,St. Pölten,Mattersburg,0.39,0.28,0.33,2017-08-17 17:11:40,https://projects.fivethirtyeight.com/soccer-predictions/bundesliga-austria/,bundesliga-austria,Austria: Bundesliga,Austria,Bundesliga
February,2/10,Rheindorf Altach,RB Salzburg,0.18,0.24,0.59,2017-08-17 17:11:40,https://projects.fivethirtyeight.com/soccer-predictions/bundesliga-austria/,bundesliga-austria,Austria: Bundesliga,Austria,Bundesliga
February,2/10,Admira,Rapid Vienna,0.34,0.24,0.42,2017-08-17 17:11:40,https://projects.fivethirtyeight.com/soccer-predictions/bundesliga-austria/,bundesliga-austria,Austria: Bundesliga,Austria,Bundesliga
February,2/17,LASK Linz,Rheindorf Altach,0.38,0.29,0.33,2017-08-17 17:11:40,https://projects.fivethirtyeight.com/soccer-predictions/bundesliga-austria/,bundesliga-austria,Austria: Bundesliga,Austria,Bundesliga
February,2/17,RB Salzburg,St. Pölten,0.84,0.12,0.04,2017-08-17 17:11:40,https://projects.fivethirtyeight.com/soccer-predictions/bundesliga-austria/,bundesliga-austria,Austria: Bundesliga,Austria,Bundesliga
February,2/17,Rapid Vienna,Sturm Graz,0.48,0.24,0.28,2017-08-17 17:11:40,https://projects.fivethirtyeight.com/soccer-predictions/bundesliga-austria/,bundesliga-austria,Austria: Bundesliga,Austria,Bundesliga
February,2/17,Mattersburg,Austria Vienna,0.35,0.26,0.39,2017-08-17 17:11:40,https://projects.fivethirtyeight.com/soccer-predictions/bundesliga-austria/,bundesliga-austria,Austria: Bundesliga,Austria,Bundesliga
February,2/17,Wolfsberger AC,Admira,0.44,0.28,0.29,2017-08-17 17:11:40,https://projects.fivethirtyeight.com/soccer-predictions/bundesliga-austria/,bundesliga-austria,Austria: Bundesliga,Austria,Bundesliga
February,2/24,Rapid Vienna,LASK Linz,0.67,0.2,0.12,2017-08-17 17:11:40,https://projects.fivethirtyeight.com/soccer-predictions/bundesliga-austria/,bundesliga-austria,Austria: Bundesliga,Austria,Bundesliga
February,2/24,Sturm Graz,RB Salzburg,0.26,0.25,0.49,2017-08-17 17:11:40,https://projects.fivethirtyeight.com/soccer-predictions/bundesliga-austria/,bundesliga-austria,Austria: Bundesliga,Austria,Bundesliga
February,2/24,Rheindorf Altach,Mattersburg,0.43,0.29,0.28,2017-08-17 17:11:40,https://projects.fivethirtyeight.com/soccer-predictions/bundesliga-austria/,bundesliga-austria,Austria: Bundesliga,Austria,Bundesliga
February,2/24,Admira,Austria Vienna,0.34,0.24,0.42,2017-08-17 17:11:40,https://projects.fivethirtyeight.com/soccer-predictions/bundesliga-austria/,bundesliga-austria,Austria: Bundesliga,Austria,Bundesliga
February,2/24,Wolfsberger AC,St. Pölten,0.48,0.28,0.24,2017-08-17 17:11:40,https://projects.fivethirtyeight.com/soccer-predictions/bundesliga-austria/,bundesliga-austria,Austria: Bundesliga,Austria,Bundesliga
March,3/3,LASK Linz,Sturm Graz,0.27,0.25,0.47,2017-08-17 17:11:40,https://projects.fivethirtyeight.com/soccer-predictions/bundesliga-austria/,bundesliga-austria,Austria: Bundesliga,Austria,Bundesliga
March,3/3,Austria Vienna,Wolfsberger AC,0.61,0.23,0.16,2017-08-17 17:11:40,https://projects.fivethirtyeight.com/soccer-predictions/bundesliga-austria/,bundesliga-austria,Austria: Bundesliga,Austria,Bundesliga
March,3/3,RB Salzburg,Rapid Vienna,0.67,0.2,0.13,2017-08-17 17:11:40,https://projects.fivethirtyeight.com/soccer-predictions/bundesliga-austria/,bundesliga-austria,Austria: Bundesliga,Austria,Bundesliga
March,3/3,Mattersburg,Admira,0.48,0.26,0.26,2017-08-17 17:11:40,https://projects.fivethirtyeight.com/soccer-predictions/bundesliga-austria/,bundesliga-austria,Austria: Bundesliga,Austria,Bundesliga
March,3/3,St. Pölten,Rheindorf Altach,0.42,0.28,0.3,2017-08-17 17:11:40,https://projects.fivethirtyeight.com/soccer-predictions/bundesliga-austria/,bundesliga-austria,Austria: Bundesliga,Austria,Bundesliga
March,3/10,Austria Vienna,St. Pölten,0.65,0.2,0.15,2017-08-17 17:11:40,https://projects.fivethirtyeight.com/soccer-predictions/bundesliga-austria/,bundesliga-austria,Austria: Bundesliga,Austria,Bundesliga
March,3/10,Mattersburg,RB Salzburg,0.19,0.24,0.56,2017-08-17 17:11:40,https://projects.fivethirtyeight.com/soccer-predictions/bundesliga-austria/,bundesliga-austria,Austria: Bundesliga,Austria,Bundesliga
March,3/10,Rheindorf Altach,Rapid Vienna,0.33,0.27,0.4,2017-08-17 17:11:40,https://projects.fivethirtyeight.com/soccer-predictions/bundesliga-austria/,bundesliga-austria,Austria: Bundesliga,Austria,Bundesliga
March,3/10,Admira,Sturm Graz,0.35,0.24,0.4,2017-08-17 17:11:40,https://projects.fivethirtyeight.com/soccer-predictions/bundesliga-austria/,bundesliga-austria,Austria: Bundesliga,Austria,Bundesliga
March,3/10,Wolfsberger AC,LASK Linz,0.52,0.28,0.2,2017-08-17 17:11:40,https://projects.fivethirtyeight.com/soccer-predictions/bundesliga-austria/,bundesliga-austria,Austria: Bundesliga,Austria,Bundesliga
March,3/17,LASK Linz,Mattersburg,0.36,0.29,0.36,2017-08-17 17:11:40,https://projects.fivethirtyeight.com/soccer-predictions/bundesliga-austria/,bundesliga-austria,Austria: Bundesliga,Austria,Bundesliga
March,3/17,RB Salzburg,Austria Vienna,0.67,0.2,0.13,2017-08-17 17:11:40,https://projects.fivethirtyeight.com/soccer-predictions/bundesliga-austria/,bundesliga-austria,Austria: Bundesliga,Austria,Bundesliga
March,3/17,Rapid Vienna,Wolfsberger AC,0.6,0.24,0.16,2017-08-17 17:11:40,https://projects.fivethirtyeight.com/soccer-predictions/bundesliga-austria/,bundesliga-austria,Austria: Bundesliga,Austria,Bundesliga
March,3/17,Sturm Graz,Rheindorf Altach,0.58,0.24,0.18,2017-08-17 17:11:40,https://projects.fivethirtyeight.com/soccer-predictions/bundesliga-austria/,bundesliga-austria,Austria: Bundesliga,Austria,Bundesliga
March,3/17,St. Pölten,Admira,0.41,0.25,0.33,2017-08-17 17:11:40,https://projects.fivethirtyeight.com/soccer-predictions/bundesliga-austria/,bundesliga-austria,Austria: Bundesliga,Austria,Bundesliga
March,3/31,Austria Vienna,Rheindorf Altach,0.6,0.23,0.17,2017-08-17 17:11:40,https://projects.fivethirtyeight.com/soccer-predictions/bundesliga-austria/,bundesliga-austria,Austria: Bundesliga,Austria,Bundesliga
March,3/31,RB Salzburg,Wolfsberger AC,0.82,0.15,0.04,2017-08-17 17:11:40,https://projects.fivethirtyeight.com/soccer-predictions/bundesliga-austria/,bundesliga-austria,Austria: Bundesliga,Austria,Bundesliga
March,3/31,Mattersburg,Rapid Vienna,0.36,0.27,0.38,2017-08-17 17:11:40,https://projects.fivethirtyeight.com/soccer-predictions/bundesliga-austria/,bundesliga-austria,Austria: Bundesliga,Austria,Bundesliga
March,3/31,St. Pölten,Sturm Graz,0.3,0.25,0.44,2017-08-17 17:11:40,https://projects.fivethirtyeight.com/soccer-predictions/bundesliga-austria/,bundesliga-austria,Austria: Bundesliga,Austria,Bundesliga
March,3/31,Admira,LASK Linz,0.55,0.24,0.21,2017-08-17 17:11:40,https://projects.fivethirtyeight.com/soccer-predictions/bundesliga-austria/,bundesliga-austria,Austria: Bundesliga,Austria,Bundesliga
April,4/7,LASK Linz,RB Salzburg,0.13,0.2,0.67,2017-08-17 17:11:40,https://projects.fivethirtyeight.com/soccer-predictions/bundesliga-austria/,bundesliga-austria,Austria: Bundesliga,Austria,Bundesliga
April,4/7,Rapid Vienna,St. Pölten,0.64,0.21,0.15,2017-08-17 17:11:40,https://projects.fivethirtyeight.com/soccer-predictions/bundesliga-austria/,bundesliga-austria,Austria: Bundesliga,Austria,Bundesliga
April,4/7,Sturm Graz,Austria Vienna,0.45,0.24,0.31,2017-08-17 17:11:40,https://projects.fivethirtyeight.com/soccer-predictions/bundesliga-austria/,bundesliga-austria,Austria: Bundesliga,Austria,Bundesliga
April,4/7,Rheindorf Altach,Admira,0.45,0.26,0.28,2017-08-17 17:11:40,https://projects.fivethirtyeight.com/soccer-predictions/bundesliga-austria/,bundesliga-austria,Austria: Bundesliga,Austria,Bundesliga
