stage,match_date,hometeam,awayteam,home_prob,draw_prob,away_prob,scrape_datetime,url,league_code
September,9/30,Columbus,D.C. United,0.53,0.25,0.23,2017-06-16 07:47:35,https://projects.fivethirtyeight.com/soccer-predictions/mls/,MLS
September,9/30,New England,Atlanta,0.52,0.25,0.23,2017-06-16 07:47:35,https://projects.fivethirtyeight.com/soccer-predictions/mls/,MLS
October,9/30,Houston,Minnesota,0.54,0.24,0.22,2017-06-16 07:47:35,https://projects.fivethirtyeight.com/soccer-predictions/mls/,MLS
October,9/30,Chicago,NYCFC,0.48,0.25,0.27,2017-06-16 07:47:35,https://projects.fivethirtyeight.com/soccer-predictions/mls/,MLS
October,9/30,Colorado,Montreal,0.44,0.28,0.28,2017-06-16 07:47:35,https://projects.fivethirtyeight.com/soccer-predictions/mls/,MLS
October,9/30,Sporting KC,Vancouver,0.54,0.26,0.2,2017-06-16 07:47:35,https://projects.fivethirtyeight.com/soccer-predictions/mls/,MLS
October,9/30,LA Galaxy,Real Salt Lake,0.54,0.25,0.21,2017-06-16 07:47:35,https://projects.fivethirtyeight.com/soccer-predictions/mls/,MLS
October,9/30,San Jose,Portland,0.42,0.27,0.3,2017-06-16 07:47:35,https://projects.fivethirtyeight.com/soccer-predictions/mls/,MLS
October,10/1,Philadelphia,Seattle,0.45,0.27,0.28,2017-06-16 07:47:35,https://projects.fivethirtyeight.com/soccer-predictions/mls/,MLS
October,10/3,Atlanta,Minnesota,0.54,0.24,0.22,2017-06-16 07:47:35,https://projects.fivethirtyeight.com/soccer-predictions/mls/,MLS
October,10/7,NY Red Bulls,Vancouver,0.52,0.25,0.22,2017-06-16 07:47:35,https://projects.fivethirtyeight.com/soccer-predictions/mls/,MLS
October,10/7,Minnesota,Sporting KC,0.32,0.27,0.41,2017-06-16 07:47:35,https://projects.fivethirtyeight.com/soccer-predictions/mls/,MLS
October,10/7,Colorado,FC Dallas,0.39,0.29,0.32,2017-06-16 07:47:35,https://projects.fivethirtyeight.com/soccer-predictions/mls/,MLS
October,10/15,NY Red Bulls,Atlanta,0.52,0.25,0.23,2017-06-16 07:47:35,https://projects.fivethirtyeight.com/soccer-predictions/mls/,MLS
October,10/15,Chicago,Philadelphia,0.52,0.25,0.23,2017-06-16 07:47:35,https://projects.fivethirtyeight.com/soccer-predictions/mls/,MLS
October,10/15,Toronto FC,Montreal,0.54,0.24,0.22,2017-06-16 07:47:35,https://projects.fivethirtyeight.com/soccer-predictions/mls/,MLS
October,10/15,New England,NYCFC,0.49,0.25,0.26,2017-06-16 07:47:35,https://projects.fivethirtyeight.com/soccer-predictions/mls/,MLS
October,10/15,Portland,D.C. United,0.54,0.25,0.22,2017-06-16 07:47:35,https://projects.fivethirtyeight.com/soccer-predictions/mls/,MLS
October,10/15,Orlando City,Columbus,0.47,0.26,0.27,2017-06-16 07:47:35,https://projects.fivethirtyeight.com/soccer-predictions/mls/,MLS
October,10/15,LA Galaxy,Minnesota,0.54,0.24,0.21,2017-06-16 07:47:35,https://projects.fivethirtyeight.com/soccer-predictions/mls/,MLS
October,10/15,Colorado,Real Salt Lake,0.52,0.27,0.21,2017-06-16 07:47:35,https://projects.fivethirtyeight.com/soccer-predictions/mls/,MLS
October,10/15,Sporting KC,Houston,0.53,0.26,0.2,2017-06-16 07:47:35,https://projects.fivethirtyeight.com/soccer-predictions/mls/,MLS
October,10/15,Seattle,FC Dallas,0.48,0.27,0.25,2017-06-16 07:47:35,https://projects.fivethirtyeight.com/soccer-predictions/mls/,MLS
October,10/15,Vancouver,San Jose,0.53,0.26,0.21,2017-06-16 07:47:35,https://projects.fivethirtyeight.com/soccer-predictions/mls/,MLS
October,10/18,Atlanta,LA Galaxy,0.47,0.26,0.27,2017-06-16 07:47:35,https://projects.fivethirtyeight.com/soccer-predictions/mls/,MLS
October,10/22,Houston,Chicago,0.48,0.26,0.26,2017-06-16 07:47:35,https://projects.fivethirtyeight.com/soccer-predictions/mls/,MLS
October,10/22,D.C. United,NY Red Bulls,0.42,0.27,0.31,2017-06-16 07:47:35,https://projects.fivethirtyeight.com/soccer-predictions/mls/,MLS
October,10/22,Real Salt Lake,Sporting KC,0.29,0.28,0.43,2017-06-16 07:47:35,https://projects.fivethirtyeight.com/soccer-predictions/mls/,MLS
October,10/22,FC Dallas,LA Galaxy,0.51,0.26,0.23,2017-06-16 07:47:35,https://projects.fivethirtyeight.com/soccer-predictions/mls/,MLS
October,10/22,San Jose,Minnesota,0.51,0.26,0.23,2017-06-16 07:47:35,https://projects.fivethirtyeight.com/soccer-predictions/mls/,MLS
October,10/22,Seattle,Colorado,0.54,0.27,0.19,2017-06-16 07:47:35,https://projects.fivethirtyeight.com/soccer-predictions/mls/,MLS
October,10/22,Montreal,New England,0.46,0.25,0.28,2017-06-16 07:47:35,https://projects.fivethirtyeight.com/soccer-predictions/mls/,MLS
October,10/22,Philadelphia,Orlando City,0.52,0.25,0.23,2017-06-16 07:47:35,https://projects.fivethirtyeight.com/soccer-predictions/mls/,MLS
October,10/22,Portland,Vancouver,0.52,0.25,0.23,2017-06-16 07:47:35,https://projects.fivethirtyeight.com/soccer-predictions/mls/,MLS
October,10/22,NYCFC,Columbus,0.53,0.24,0.23,2017-06-16 07:47:35,https://projects.fivethirtyeight.com/soccer-predictions/mls/,MLS
October,10/22,Atlanta,Toronto FC,0.38,0.27,0.35,2017-06-16 07:47:35,https://projects.fivethirtyeight.com/soccer-predictions/mls/,MLS
